"CUSTOMER_SK","products_bought","uniq_products_bought","total_spending","visit_no","average_spending"
"40141557","4","3","8.88000","1","8.88"
"28305095","2","2","8.88000","1","8.88"
"21151574","4","1","8.88000","1","8.88"
"21358665","2","2","8.88000","1","8.88"
"58870481","2","1","8.88000","1","8.88"
"59011915","4","4","8.88000","2","4.44"
"59335333","3","3","8.88000","1","8.88"
"40110326","3","3","8.87000","1","8.87"
"40126970","4","3","8.87000","1","8.87"
"51833753","3","3","8.87000","1","8.87"
"21591939","4","4","8.87000","1","8.87"
"22397450","5","4","8.87000","1","8.87"
"69617204","4","4","8.87000","1","8.87"
"64685221","6","5","8.87000","1","8.87"
"60949426","3","3","8.87000","1","8.87"
"53775729","3","3","8.87000","2","4.44"
"54091459","1","1","8.87000","1","8.87"
"59033650","3","3","8.86000","1","8.86"
"60231895","3","3","8.86000","1","8.86"
"60288043","4","4","8.86000","1","8.86"
"61886073","4","4","8.86000","1","8.86"
"20750256","4","4","8.86000","1","8.86"
"20784464","5","3","8.86000","2","4.43"
"64621596","4","4","8.86000","2","4.43"
"69422488","6","5","8.86000","2","4.43"
"69721966","4","4","8.86000","1","8.86"
"61694157","3","3","8.85000","2","4.43"
"59484606","2","2","8.85000","1","8.85"
"21629940","2","2","8.85000","1","8.85"
"58872264","5","5","8.85000","1","8.85"
"58415604","7","4","8.85000","1","8.85"
"58497454","3","2","8.85000","1","8.85"
"58596883","2","2","8.85000","1","8.85"
"21728133","4","4","8.84000","2","4.42"
"23591446","3","3","8.83000","1","8.83"
"60912937","3","3","8.83000","1","8.83"
"64965805","3","3","8.83000","1","8.83"
"55154299","6","2","8.82999","1","8.83"
"69788948","5","4","8.82000","1","8.82"
"65585220","3","3","8.81000","1","8.81"
"31736401","3","3","8.81000","1","8.81"
"38861749","3","3","8.81000","1","8.81"
"38983504","3","3","8.81000","1","8.81"
"60302778","3","3","8.81000","1","8.81"
"58719931","4","4","8.81000","1","8.81"
"58798875","2","2","8.81000","1","8.81"
"61775182","5","5","8.80000","1","8.80"
"58644009","2","1","8.80000","1","8.80"
"58650439","3","3","8.80000","1","8.80"
"59524263","2","1","8.80000","1","8.80"
"54023176","3","2","8.79999","1","8.80"
"52670942","2","2","8.79000","1","8.79"
"59461947","3","3","8.79000","1","8.79"
"58872603","1","1","8.79000","1","8.79"
"58999354","3","2","8.79000","1","8.79"
"22219777","2","2","8.79000","1","8.79"
"40180291","3","3","8.79000","1","8.79"
"64872544","5","3","8.79000","1","8.79"
"61802721","4","3","8.79000","1","8.79"
"61837030","4","2","8.78000","1","8.78"
"59430432","2","2","8.78000","1","8.78"
"59618461","2","2","8.78000","1","8.78"
"55470407","4","3","8.78000","1","8.78"
"21635961","2","2","8.78000","1","8.78"
"34831620","2","2","8.78000","1","8.78"
"58799463","3","3","8.78000","1","8.78"
"58859088","6","4","8.78000","4","2.20"
"58897957","2","1","8.78000","1","8.78"
"58907373","3","3","8.78000","1","8.78"
"59015734","2","2","8.78000","1","8.78"
"64945994","2","2","8.78000","1","8.78"
"65793694","4","3","8.78000","1","8.78"
"58350591","2","2","8.78000","1","8.78"
"37363098","4","4","8.78000","1","8.78"
"23058724","3","3","8.78000","1","8.78"
"23272342","2","2","8.78000","1","8.78"
"59447538","5","5","8.77000","1","8.77"
"59720025","4","4","8.77000","1","8.77"
"59983354","3","3","8.77000","2","4.39"
"53556684","3","3","8.77000","1","8.77"
"39006009","2","2","8.77000","1","8.77"
"58295247","3","3","8.77000","1","8.77"
"58649002","4","4","8.77000","1","8.77"
"58709525","4","4","8.77000","1","8.77"
"58841766","2","2","8.77000","1","8.77"
"59026842","3","2","8.77000","1","8.77"
"59080519","3","3","8.77000","1","8.77"
"64226346","2","2","8.77000","1","8.77"
"64761921","3","2","8.77000","1","8.77"
"21084728","3","2","8.77000","1","8.77"
"63772557","2","2","8.77000","1","8.77"
"61847077","4","4","8.76000","1","8.76"
"22840332","5","5","8.76000","1","8.76"
"58642367","3","3","8.76000","1","8.76"
"39350135","3","3","8.76000","1","8.76"
"60419108","4","4","8.76000","1","8.76"
"58906827","3","3","8.76000","1","8.76"
"59035205","3","3","8.75000","1","8.75"
"66619179","3","3","8.75000","1","8.75"
"52639148","7","7","8.74001","2","4.37"
"61811789","2","2","8.74000","1","8.74"
"59470294","2","2","8.74000","1","8.74"
"40111354","4","4","8.74000","1","8.74"
"62668853","2","2","8.74000","1","8.74"
"63865614","2","2","8.74000","1","8.74"
"36794429","4","4","8.73000","1","8.73"
"66842960","5","4","8.73000","1","8.73"
"59026723","2","2","8.73000","1","8.73"
"60641336","2","2","8.73000","1","8.73"
"60275784","8","1","8.72000","1","8.72"
"60516888","4","2","8.71000","1","8.71"
"20844205","4","4","8.71000","1","8.71"
"59525388","3","3","8.70000","1","8.70"
"22000946","4","4","8.69000","1","8.69"
"60439470","11","7","8.69000","2","4.35"
"60821219","6","4","8.69000","1","8.69"
"59021954","4","4","8.69000","1","8.69"
"34375085","1","1","8.69000","1","8.69"
"34918989","3","2","8.69000","1","8.69"
"64515012","4","4","8.69000","1","8.69"
"58564202","3","3","8.69000","1","8.69"
"58429135","2","1","8.68000","1","8.68"
"59499056","2","2","8.68000","1","8.68"
"59502987","2","2","8.68000","1","8.68"
"59805052","3","3","8.68000","1","8.68"
"21188354","2","2","8.68000","1","8.68"
"62671357","2","2","8.68000","1","8.68"
"22566191","2","2","8.68000","1","8.68"
"28667181","2","2","8.68000","2","4.34"
"36161943","2","2","8.68000","1","8.68"
"37362787","4","4","8.68000","1","8.68"
"58870500","5","4","8.68000","2","4.34"
"58872627","3","2","8.67000","1","8.67"
"59339803","3","2","8.67000","1","8.67"
"20807994","3","3","8.67000","1","8.67"
"21183050","3","3","8.67000","1","8.67"
"53840542","3","3","8.67000","1","8.67"
"69697080","3","3","8.67000","1","8.67"
"59456038","3","3","8.67000","1","8.67"
"59519916","3","3","8.67000","1","8.67"
"58639016","3","3","8.67000","1","8.67"
"41522194","5","4","8.67000","1","8.67"
"34465571","3","2","8.67000","1","8.67"
"59036426","4","2","8.66000","1","8.66"
"69487198","2","2","8.66000","1","8.66"
"58261995","1","1","8.65000","1","8.65"
"58519456","5","4","8.65000","1","8.65"
"21168876","5","2","8.65000","1","8.65"
"42476624","3","3","8.65000","1","8.65"
"51278034","5","5","8.65000","1","8.65"
"66467772","3","3","8.64000","1","8.64"
"39651143","3","3","8.64000","1","8.64"
"61893984","3","3","8.63000","1","8.63"
"58648944","8","2","8.62000","1","8.62"
"61018664","3","3","8.62000","1","8.62"
"34377524","4","4","8.62000","2","4.31"
"53372697","2","2","8.62000","1","8.62"
"58259896","4","4","8.62000","1","8.62"
"22508894","2","2","8.62000","1","8.62"
"62504442","2","2","8.61000","1","8.61"
"37632885","3","2","8.61000","2","4.31"
"34296794","4","4","8.60000","1","8.60"
"58357824","6","5","8.60000","1","8.60"
"21161118","6","3","8.60000","1","8.60"
"64354752","2","2","8.60000","1","8.60"
"36347460","1","1","8.59000","1","8.59"
"20849533","3","2","8.59000","1","8.59"
"62328864","3","2","8.59000","1","8.59"
"62531740","3","3","8.59000","1","8.59"
"60417094","2","2","8.59000","1","8.59"
"42457558","3","3","8.59000","1","8.59"
"52329901","3","3","8.59000","1","8.59"
"55135536","3","2","8.58999","1","8.59"
"64677058","2","2","8.58000","1","8.58"
"64709719","3","3","8.58000","1","8.58"
"21582021","2","1","8.58000","1","8.58"
"58795005","2","2","8.58000","1","8.58"
"58986856","2","2","8.58000","1","8.58"
"39621463","2","2","8.58000","1","8.58"
"61037022","3","3","8.58000","1","8.58"
"61080590","2","1","8.58000","1","8.58"
"59975247","3","3","8.58000","1","8.58"
"40051802","2","2","8.58000","1","8.58"
"24975415","2","2","8.58000","1","8.58"
"25484503","2","2","8.58000","1","8.58"
"34333611","7","6","8.58000","1","8.58"
"36182169","3","3","8.58000","1","8.58"
"36539518","2","2","8.58000","1","8.58"
"36554030","3","3","8.58000","2","4.29"
"60730398","2","2","8.58000","1","8.58"
"60948934","2","1","8.58000","1","8.58"
"58442403","2","2","8.58000","1","8.58"
"62344835","3","3","8.58000","1","8.58"
"62506909","7","3","8.58000","1","8.58"
"61141377","3","3","8.57000","2","4.29"
"61763304","2","2","8.57000","1","8.57"
"61828300","3","3","8.57000","1","8.57"
"54015022","3","2","8.57000","1","8.57"
"39653046","3","3","8.57000","1","8.57"
"58872507","3","3","8.57000","1","8.57"
"41537429","3","3","8.57000","1","8.57"
"59440528","3","3","8.57000","2","4.29"
"59613408","3","3","8.57000","1","8.57"
"59743352","3","3","8.57000","1","8.57"
"59795175","2","2","8.57000","1","8.57"
"60919580","5","4","8.57000","1","8.57"
"60561301","2","2","8.56000","1","8.56"
"61330024","3","3","8.56000","1","8.56"
"59771982","4","4","8.56000","2","4.28"
"39821532","4","2","8.56000","2","4.28"
"42458425","6","5","8.56000","1","8.56"
"51893912","4","4","8.55000","1","8.55"
"21568780","3","3","8.55000","1","8.55"
"58438803","4","4","8.55000","1","8.55"
"23678761","5","2","8.55000","1","8.55"
"27273000","7","4","8.55000","1","8.55"
"31682123","3","3","8.55000","1","8.55"
"69640968","1","1","8.54000","1","8.54"
"65883832","4","4","8.54000","1","8.54"
"59036526","3","3","8.53000","1","8.53"
"61812281","4","4","8.53000","1","8.53"
"66811464","2","1","8.52000","1","8.52"
"21607634","4","3","8.52000","3","2.84"
"22145333","3","3","8.51000","1","8.51"
"38870703","3","3","8.51000","1","8.51"
"22351953","3","3","8.50000","1","8.50"
"59535161","2","2","8.50000","1","8.50"
"61801734","4","4","8.50000","1","8.50"
"61143920","1","1","8.49000","1","8.49"
"61821870","1","1","8.49000","1","8.49"
"39621998","3","2","8.49000","1","8.49"
"62289846","2","2","8.49000","1","8.49"
"41534332","5","5","8.49000","1","8.49"
"69617217","5","5","8.49000","1","8.49"
"52423561","7","6","8.49000","1","8.49"
"53611656","2","2","8.49000","1","8.49"
"58232139","4","3","8.49000","1","8.49"
"59428140","1","1","8.49000","1","8.49"
"20658671","1","1","8.49000","1","8.49"
"20864629","1","1","8.49000","1","8.49"
"28529990","3","3","8.49000","1","8.49"
"58264329","3","3","8.49000","1","8.49"
"58669789","3","3","8.49000","1","8.49"
"58451744","2","2","8.48000","1","8.48"
"58530214","2","2","8.48000","1","8.48"
"58644141","2","2","8.48000","1","8.48"
"58751483","2","2","8.48000","1","8.48"
"69559798","2","2","8.48000","1","8.48"
"37609942","2","2","8.48000","1","8.48"
"29955061","2","2","8.48000","1","8.48"
"34370612","2","2","8.48000","1","8.48"
"34483780","6","2","8.48000","1","8.48"
"61017769","2","2","8.48000","1","8.48"
"61182917","2","2","8.48000","1","8.48"
"61536573","2","2","8.48000","1","8.48"
"61545888","2","2","8.48000","1","8.48"
"61765949","3","3","8.48000","1","8.48"
"39915767","3","3","8.48000","1","8.48"
"60880845","2","2","8.48000","1","8.48"
"61910504","2","2","8.48000","1","8.48"
"62400144","2","2","8.48000","1","8.48"
"63849650","3","2","8.48000","1","8.48"
"23582942","2","2","8.48000","1","8.48"
"26126812","2","2","8.48000","1","8.48"
"59593653","2","2","8.48000","1","8.48"
"64132792","3","3","8.48000","1","8.48"
"20771736","2","2","8.48000","1","8.48"
"21151828","2","2","8.48000","1","8.48"
"21595125","2","2","8.48000","1","8.48"
"21639108","3","3","8.47000","1","8.47"
"22252890","3","3","8.47000","1","8.47"
"51834835","4","3","8.47000","1","8.47"
"36178225","3","2","8.47000","1","8.47"
"20674535","3","3","8.47000","1","8.47"
"20854523","4","4","8.47000","1","8.47"
"21096453","3","3","8.47000","1","8.47"
"21387661","4","4","8.47000","1","8.47"
"23740877","4","4","8.47000","1","8.47"
"53880814","3","3","8.47000","1","8.47"
"53978166","3","3","8.47000","1","8.47"
"64657952","3","3","8.47000","2","4.24"
"39843716","4","4","8.46000","1","8.46"
"37120880","4","4","8.46000","1","8.46"
"58337632","3","3","8.46000","1","8.46"
"58638362","4","4","8.46000","1","8.46"
"69721879","6","5","8.46000","2","4.23"
"25041016","4","3","8.46000","1","8.46"
"59976726","6","4","8.46000","1","8.46"
"52511436","2","2","8.45000","1","8.45"
"67322145","7","3","8.44000","1","8.44"
"69784855","6","3","8.44000","1","8.44"
"60907046","3","3","8.43000","1","8.43"
"61082695","5","5","8.43000","1","8.43"
"60199974","4","4","8.42000","1","8.42"
"21564904","4","3","8.42000","1","8.42"
"53477731","4","3","8.42000","2","4.21"
"62494500","4","4","8.42000","1","8.42"
"36366933","3","3","8.42000","1","8.42"
"35073078","3","3","8.41000","1","8.41"
"66452423","3","2","8.41000","1","8.41"
"59642980","2","2","8.41000","1","8.41"
"59037795","3","3","8.41000","1","8.41"
"40175214","3","3","8.40000","1","8.40"
"61529277","2","2","8.40000","1","8.40"
"61787706","3","2","8.39999","1","8.40"
"61042760","3","3","8.39000","1","8.39"
"39020261","1","1","8.39000","1","8.39"
"59005556","1","1","8.39000","1","8.39"
"62341619","3","2","8.39000","1","8.39"
"20754511","4","4","8.39000","1","8.39"
"20713736","2","2","8.38000","1","8.38"
"37157170","2","2","8.38000","1","8.38"
"46670860","2","2","8.38000","1","8.38"
"51312813","2","2","8.38000","1","8.38"
"22131046","4","4","8.38000","1","8.38"
"62478248","2","2","8.38000","1","8.38"
"62520101","3","3","8.38000","1","8.38"
"59033124","4","2","8.38000","1","8.38"
"59441523","2","2","8.38000","1","8.38"
"64073324","4","4","8.38000","1","8.38"
"67080732","3","3","8.38000","1","8.38"
"67242629","4","4","8.38000","1","8.38"
"23444221","2","1","8.38000","1","8.38"
"23485678","2","2","8.38000","1","8.38"
"23708733","4","3","8.37000","1","8.37"
"21257552","3","3","8.37000","1","8.37"
"58338542","3","3","8.37000","1","8.37"
"58540773","3","3","8.37000","1","8.37"
"69722010","4","4","8.37000","1","8.37"
"69733927","3","2","8.37000","1","8.37"
"60299472","3","3","8.37000","1","8.37"
"64220882","3","3","8.37000","1","8.37"
"65979966","3","3","8.37000","1","8.37"
"21580644","3","3","8.37000","2","4.19"
"22117033","3","3","8.37000","1","8.37"
"59016643","3","2","8.37000","1","8.37"
"58515164","4","4","8.36000","1","8.36"
"22206092","3","3","8.36000","1","8.36"
"60331931","4","2","8.36000","1","8.36"
"60905140","5","5","8.36000","2","4.18"
"62413349","4","1","8.36000","1","8.36"
"62416997","4","2","8.36000","1","8.36"
"59018738","4","4","8.35000","1","8.35"
"55347798","4","4","8.35000","1","8.35"
"59432198","4","4","8.35000","1","8.35"
"31711927","3","3","8.34000","1","8.34"
"37605998","1","1","8.33000","1","8.33"
"53955021","3","2","8.33000","1","8.33"
"31748443","3","3","8.32000","1","8.32"
"59505830","2","2","8.32000","2","4.16"
"36840928","4","4","8.31000","1","8.31"
"35106401","1","1","8.30000","1","8.30"
"36036076","3","3","8.30000","1","8.30"
"62481728","3","3","8.29000","1","8.29"
"20808252","3","3","8.29000","1","8.29"
"21445146","2","2","8.29000","1","8.29"
"59683386","2","2","8.29000","1","8.29"
"65012829","1","1","8.29000","1","8.29"
"65429093","1","1","8.29000","1","8.29"
"62395754","2","2","8.28000","1","8.28"
"36379267","2","2","8.28000","1","8.28"
"61497848","2","2","8.28000","1","8.28"
"61551151","2","2","8.28000","1","8.28"
"59508548","2","2","8.28000","1","8.28"
"59587808","6","3","8.28000","1","8.28"
"60250680","4","3","8.28000","1","8.28"
"60446148","2","2","8.28000","1","8.28"
"60922403","2","2","8.28000","1","8.28"
"58592963","4","3","8.28000","2","4.14"
"22572691","2","2","8.28000","1","8.28"
"21042279","2","2","8.28000","1","8.28"
"21161438","3","3","8.28000","1","8.28"
"64354795","8","7","8.27001","2","4.14"
"20774863","4","4","8.27000","1","8.27"
"55428574","4","4","8.27000","1","8.27"
"23444228","3","3","8.27000","1","8.27"
"32562903","3","3","8.27000","1","8.27"
"36756921","2","2","8.27000","1","8.27"
"61882999","3","3","8.27000","1","8.27"
"21601182","5","5","8.27000","1","8.27"
"21628467","2","2","8.27000","1","8.27"
"22210514","3","3","8.27000","1","8.27"
"59792174","3","3","8.27000","1","8.27"
"58743932","3","3","8.27000","1","8.27"
"37727315","3","3","8.27000","2","4.14"
"39448096","3","3","8.27000","1","8.27"
"39622726","6","5","8.27000","1","8.27"
"23740641","3","3","8.26000","1","8.26"
"58259738","7","6","8.26000","1","8.26"
"69667191","3","3","8.26000","1","8.26"
"62481064","4","4","8.26000","3","2.75"
"66076409","3","2","8.25000","3","2.75"
"37351428","4","3","8.25000","1","8.25"
"61705670","3","3","8.25000","1","8.25"
"59978994","3","3","8.25000","1","8.25"
"20858198","2","2","8.24000","1","8.24"
"62822006","1","1","8.24000","1","8.24"
"69647589","4","4","8.24000","1","8.24"
"69405271","3","3","8.23000","1","8.23"
"59487305","3","3","8.23000","1","8.23"
"62328089","3","3","8.23000","1","8.23"
"21621388","4","4","8.23000","2","4.12"
"22207960","6","4","8.22000","3","2.74"
"66832335","3","3","8.22000","1","8.22"
"20784149","2","2","8.22000","1","8.22"
"69591658","2","2","8.22000","1","8.22"
"40025696","3","3","8.21000","1","8.21"
"62302171","3","3","8.21000","1","8.21"
"58553824","2","2","8.21000","1","8.21"
"58743935","3","3","8.21000","1","8.21"
"29979365","3","3","8.20000","1","8.20"
"61529502","2","2","8.20000","1","8.20"
"59505942","4","4","8.20000","2","4.10"
"59922780","2","2","8.19000","1","8.19"
"20762909","1","1","8.19000","1","8.19"
"20840550","2","2","8.19000","1","8.19"
"21610154","4","4","8.19000","1","8.19"
"21622058","3","3","8.19000","1","8.19"
"69697067","9","3","8.19000","1","8.19"
"69631213","5","5","8.18000","1","8.18"
"59535163","2","2","8.18000","1","8.18"
"58250284","4","3","8.18000","1","8.18"
"58386110","2","2","8.18000","1","8.18"
"58396388","2","1","8.18000","1","8.18"
"58647245","2","2","8.18000","1","8.18"
"20655139","3","3","8.18000","1","8.18"
"21340499","4","2","8.18000","1","8.18"
"68673946","2","1","8.18000","1","8.18"
"61506893","2","2","8.18000","1","8.18"
"58871711","2","2","8.18000","1","8.18"
"20696672","3","2","8.17000","1","8.17"
"59501414","3","3","8.17000","1","8.17"
"59777125","4","4","8.17000","2","4.09"
"24100438","5","3","8.17000","1","8.17"
"61757721","3","3","8.17000","1","8.17"
"40174215","3","3","8.17000","1","8.17"
"60117164","4","4","8.17000","1","8.17"
"67080770","3","3","8.17000","1","8.17"
"68459369","2","2","8.17000","2","4.09"
"39448009","3","3","8.17000","2","4.09"
"62361698","2","2","8.16999","1","8.17"
"59440573","4","4","8.16000","1","8.16"
"58878474","3","3","8.16000","1","8.16"
"21562009","2","2","8.16000","1","8.16"
"58644575","4","3","8.16000","1","8.16"
"37480339","5","4","8.16000","1","8.16"
"64615390","3","3","8.16000","1","8.16"
"23599727","6","5","8.16000","1","8.16"
"60511681","3","3","8.16000","1","8.16"
"40279231","4","3","8.16000","1","8.16"
"36766020","3","3","8.16000","1","8.16"
"21394605","3","3","8.15000","1","8.15"
"62395946","5","5","8.14000","1","8.14"
"58352015","7","4","8.14000","1","8.14"
"22118670","3","3","8.13000","1","8.13"
"61151661","6","5","8.13000","1","8.13"
"58892267","4","3","8.12000","1","8.12"
"37047520","3","2","8.12000","2","4.06"
"37158118","4","4","8.12000","1","8.12"
"37349213","2","2","8.12000","1","8.12"
"60691777","3","3","8.12000","1","8.12"
"23586273","4","4","8.12000","1","8.12"
"60751717","4","3","8.11000","1","8.11"
"39938619","3","3","8.11000","1","8.11"
"59026610","3","3","8.10000","1","8.10"
"59036802","8","8","8.10000","1","8.10"
"59336006","2","2","8.09000","1","8.09"
"61742825","2","2","8.09000","1","8.09"
"40165572","2","2","8.09000","1","8.09"
"21583815","2","2","8.09000","1","8.09"
"21602770","5","5","8.09000","1","8.09"
"35068413","2","2","8.08000","1","8.08"
"59640090","2","2","8.08000","1","8.08"
"59804776","2","1","8.08000","1","8.08"
"69729320","4","4","8.08000","1","8.08"
"58447129","2","2","8.08000","1","8.08"
"58607619","2","2","8.08000","1","8.08"
"52611499","2","2","8.08000","1","8.08"
"21451822","2","2","8.08000","1","8.08"
"39753718","2","2","8.08000","1","8.08"
"50106955","2","2","8.08000","1","8.08"
"61077920","2","2","8.08000","1","8.08"
"61079297","2","2","8.08000","1","8.08"
"61523105","3","3","8.08000","1","8.08"
"61739161","3","3","8.08000","1","8.08"
"61865093","2","2","8.08000","1","8.08"
"62327195","3","3","8.08000","1","8.08"
"60406042","2","2","8.08000","1","8.08"
"60536174","2","2","8.08000","1","8.08"
"60848554","2","2","8.08000","1","8.08"
"65103414","3","3","8.08000","1","8.08"
"36873712","4","3","8.08000","1","8.08"
"37360753","3","3","8.08000","1","8.08"
"37147296","3","3","8.07000","1","8.07"
"39731248","3","3","8.07000","2","4.04"
"36013077","3","3","8.07000","1","8.07"
"58780736","3","3","8.07000","1","8.07"
"58871722","3","3","8.07000","1","8.07"
"58650265","3","3","8.07000","1","8.07"
"59428726","3","3","8.07000","1","8.07"
"59447262","4","4","8.07000","1","8.07"
"59645591","3","3","8.07000","1","8.07"
"69631208","3","3","8.07000","1","8.07"
"66595381","3","3","8.07000","3","2.69"
"41537493","3","2","8.07000","1","8.07"
"28659499","6","5","8.07000","1","8.07"
"21392281","2","2","8.07000","1","8.07"
"60160017","4","4","8.07000","1","8.07"
"60300785","3","3","8.07000","1","8.07"
"60635520","4","4","8.07000","1","8.07"
"53454166","4","3","8.06000","1","8.06"
"21657473","4","4","8.06000","1","8.06"
"21444651","4","4","8.06000","1","8.06"
"64824883","2","2","8.06000","1","8.06"
"39455909","2","2","8.05000","1","8.05"
"59618351","2","2","8.05000","1","8.05"
"22346079","3","2","8.05000","1","8.05"
"52736709","6","6","8.04000","2","4.02"
"58629437","5","2","8.04000","1","8.04"
"59563625","6","3","8.04000","1","8.04"
"59978358","3","3","8.04000","1","8.04"
"59535918","4","3","8.03000","1","8.03"
"37165207","3","3","8.03000","2","4.02"
"59085806","3","3","8.03000","1","8.03"
"20868515","4","4","8.03000","2","4.02"
"59737452","2","2","8.02000","1","8.02"
"59977881","3","3","8.00000","1","8.00"
"20660338","16","3","8.00000","1","8.00"
"64659661","3","3","8.00000","1","8.00"
"64825675","4","1","8.00000","1","8.00"
"21620117","4","4","8.00000","1","8.00"
"22153331","4","4","8.00000","1","8.00"
"22638764","2","2","8.00000","1","8.00"
"61379661","2","2","8.00000","1","8.00"
"62449432","1","1","8.00000","1","8.00"
"35109502","5","2","7.99999","1","8.00"
"62403644","9","9","7.99002","2","4.00"
"61888420","1","1","7.99000","1","7.99"
"62455536","1","1","7.99000","1","7.99"
"62540852","1","1","7.99000","1","7.99"
"62686698","1","1","7.99000","1","7.99"
"62842321","3","3","7.99000","1","7.99"
"63061321","2","2","7.99000","1","7.99"
"31711182","1","1","7.99000","1","7.99"
"32433720","1","1","7.99000","1","7.99"
"34321817","2","2","7.99000","1","7.99"
"34340326","1","1","7.99000","1","7.99"
"34346570","3","3","7.99000","1","7.99"
"34954402","1","1","7.99000","1","7.99"
"36015782","1","1","7.99000","1","7.99"
"36159842","1","1","7.99000","1","7.99"
"59619541","1","1","7.99000","1","7.99"
"59732706","1","1","7.99000","1","7.99"
"59748925","1","1","7.99000","1","7.99"
"60511330","3","2","7.99000","1","7.99"
"60534944","1","1","7.99000","1","7.99"
"60552217","1","1","7.99000","1","7.99"
"60641488","1","1","7.99000","1","7.99"
"60690092","1","1","7.99000","1","7.99"
"60876933","1","1","7.99000","1","7.99"
"60918836","1","1","7.99000","1","7.99"
"60951190","1","1","7.99000","1","7.99"
"52858739","2","2","7.99000","1","7.99"
"53208557","3","3","7.99000","1","7.99"
"53487139","1","1","7.99000","1","7.99"
"53611659","3","3","7.99000","1","7.99"
"53663627","1","1","7.99000","1","7.99"
"54180567","1","1","7.99000","1","7.99"
"58244243","1","1","7.99000","1","7.99"
"64073268","1","1","7.99000","1","7.99"
"64828222","1","1","7.99000","1","7.99"
"65579756","2","2","7.99000","1","7.99"
"65963828","1","1","7.99000","1","7.99"
"66302257","1","1","7.99000","1","7.99"
"66770672","3","3","7.99000","1","7.99"
"20820372","1","1","7.99000","1","7.99"
"20979574","9","2","7.99000","1","7.99"
"21157915","3","2","7.99000","1","7.99"
"21285640","1","1","7.99000","1","7.99"
"37047158","1","1","7.99000","1","7.99"
"37350080","1","1","7.99000","1","7.99"
"38977373","1","1","7.99000","1","7.99"
"39456660","1","1","7.99000","1","7.99"
"39530169","1","1","7.99000","1","7.99"
"39619735","1","1","7.99000","1","7.99"
"39732215","1","1","7.99000","1","7.99"
"61059941","1","1","7.99000","1","7.99"
"61129996","1","1","7.99000","1","7.99"
"61172385","1","1","7.99000","1","7.99"
"61749565","1","1","7.99000","1","7.99"
"61767480","1","1","7.99000","1","7.99"
"58279146","2","2","7.99000","1","7.99"
"58638126","1","1","7.99000","1","7.99"
"58649666","1","1","7.99000","1","7.99"
"39909696","1","1","7.99000","1","7.99"
"39915766","1","1","7.99000","1","7.99"
"40380787","1","1","7.99000","1","7.99"
"41547220","3","2","7.99000","1","7.99"
"22608013","1","1","7.99000","1","7.99"
"22618961","1","1","7.99000","1","7.99"
"22847255","1","1","7.99000","1","7.99"
"23491179","1","1","7.99000","1","7.99"
"23634054","1","1","7.99000","1","7.99"
"23641631","1","1","7.99000","1","7.99"
"23710145","1","1","7.99000","1","7.99"
"27940868","6","2","7.99000","1","7.99"
"28658085","1","1","7.99000","1","7.99"
"58870698","4","4","7.99000","1","7.99"
"58897222","1","1","7.99000","1","7.99"
"59011443","4","4","7.99000","1","7.99"
"59021009","3","3","7.99000","1","7.99"
"59027254","1","1","7.99000","1","7.99"
"59032479","1","1","7.99000","1","7.99"
"59057977","1","1","7.99000","1","7.99"
"21573440","1","1","7.99000","1","7.99"
"21619963","1","1","7.99000","1","7.99"
"21670655","4","4","7.99000","1","7.99"
"21472714","2","1","7.98000","1","7.98"
"21612133","2","1","7.98000","1","7.98"
"21630933","2","1","7.98000","1","7.98"
"21632980","3","2","7.98000","1","7.98"
"21662963","2","2","7.98000","1","7.98"
"21700942","1","1","7.98000","1","7.98"
"21727965","2","1","7.98000","1","7.98"
"21927884","2","2","7.98000","1","7.98"
"22163353","2","1","7.98000","1","7.98"
"22205054","3","3","7.98000","1","7.98"
"22230948","5","4","7.98000","1","7.98"
"22249639","2","1","7.98000","1","7.98"
"22252380","2","2","7.98000","1","7.98"
"22283670","2","1","7.98000","1","7.98"
"22300444","2","1","7.98000","1","7.98"
"22331569","2","1","7.98000","1","7.98"
"20660817","2","1","7.98000","1","7.98"
"20863432","4","4","7.98000","1","7.98"
"20889989","2","1","7.98000","1","7.98"
"21031629","2","2","7.98000","1","7.98"
"21151341","2","2","7.98000","2","3.99"
"21158961","2","1","7.98000","2","3.99"
"21211380","2","2","7.98000","1","7.98"
"59428188","2","2","7.98000","1","7.98"
"59446696","5","4","7.98000","1","7.98"
"59468132","2","1","7.98000","1","7.98"
"59485371","2","1","7.98000","1","7.98"
"59504936","2","2","7.98000","1","7.98"
"59519373","2","1","7.98000","1","7.98"
"59608238","2","1","7.98000","1","7.98"
"59981182","2","2","7.98000","1","7.98"
"59982341","2","2","7.98000","1","7.98"
"62372727","2","2","7.98000","1","7.98"
"62379708","2","1","7.98000","1","7.98"
"30162212","5","4","7.98000","1","7.98"
"34452329","2","1","7.98000","1","7.98"
"64140873","2","1","7.98000","1","7.98"
"64910543","2","2","7.98000","1","7.98"
"64963398","2","2","7.98000","1","7.98"
"65041139","2","1","7.98000","1","7.98"
"67069780","2","2","7.98000","1","7.98"
"68567624","2","2","7.98000","1","7.98"
"68939369","2","2","7.98000","1","7.98"
"60141884","2","1","7.98000","1","7.98"
"60543440","2","2","7.98000","1","7.98"
"56933760","2","2","7.98000","1","7.98"
"58785328","2","1","7.98000","1","7.98"
